amenity,name,lon,lat,coordinates
college,Berufsmaturitätsschule Zürich,8.4872688,47.3941881,"(8.4872688 , 47.3941881)"
college,Berufsschule für Detailhandel Zürich,8.487268,47.3942748,"(8.487268 , 47.3942748)"
college,Baugewerbliche Berufsschule Zürich,8.5314521,47.3696574,"(8.5314521 , 47.3696574)"
college,Baugewerbliche Berufsschule Zürich,8.5311245,47.3784516,"(8.5311245 , 47.3784516)"
college,Baugewerbliche Berufsschule Zürich,8.533551,47.3825431,"(8.533551 , 47.3825431)"
college,Berufsschule Mode und Gestaltung,8.535109,47.3817042,"(8.535109 , 47.3817042)"
college,F+F Schule für Kunst und Design,8.4926703,47.3819156,"(8.4926703 , 47.3819156)"
kindergarten,Mittag-/Abendhort Holderbach 4,8.5036724,47.4177791,"(8.5036724 , 47.4177791)"
kindergarten,Kindergarten Vogtsrain I + II,8.4990916,47.4040453,"(8.4990916 , 47.4040453)"
school,Oberstufenschule Lengg,8.569115,47.349403,"(8.569115 , 47.349403)"
school,Schule für Gesundheitsberufe,8.543807,47.41535,"(8.543807 , 47.41535)"
school,AKAD Business Zürich,8.543807,47.4154229,"(8.543807 , 47.4154229)"
school,"Fachschule Viventa, Schulhaus Jungholz",8.543807,47.4154943,"(8.543807 , 47.4154943)"
school,Kalaidos Bildungsgruppe,8.543807,47.4155643,"(8.543807 , 47.4155643)"
kindergarten,Krippe Krümel,8.5480622,47.405867,"(8.5480622 , 47.405867)"
kindergarten,Kindergarten Ackersteinstrasse,8.5079465,47.3965007,"(8.5079465 , 47.3965007)"
school,"Morgentisch, Mittag-/Abendhort Auhof",8.569802,47.4074187,"(8.569802 , 47.4074187)"
school,Mittaghort Ahorn/Friedrich 2 A,8.5686088,47.4049578,"(8.5686088 , 47.4049578)"
kindergarten,Kindergarten Grosswiesen II,8.5878317,47.4034999,"(8.5878317 , 47.4034999)"
kindergarten,Kindergarten Am Glattbogen,8.5667165,47.412364,"(8.5667165 , 47.412364)"
school,Kindergarten Roswiesen,8.5807102,47.4075536,"(8.5807102 , 47.4075536)"
school,"Morgentisch, Mittag-/Abendhort Kronwiesen",8.5812465,47.4044445,"(8.5812465 , 47.4044445)"
kindergarten,Kindergarten Mattenhof I,8.592357,47.3992144,"(8.592357 , 47.3992144)"
kindergarten,Mittag-/Abendhort Graphis 1,8.5806366,47.4021036,"(8.5806366 , 47.4021036)"
kindergarten,"Morgentisch, Mittag-/Abendhort Heideggerweg",8.5636704,47.4076597,"(8.5636704 , 47.4076597)"
kindergarten,Mittag-/Abendhort Kirchenacker,8.5535105,47.4097321,"(8.5535105 , 47.4097321)"
kindergarten,Mittag-/Abendhort Magdalenenstrasse,8.5535984,47.4068578,"(8.5535984 , 47.4068578)"
kindergarten,"Morgentisch, Mittag-/Abendhort Buchwiesen1 - 4",8.5401435,47.4276808,"(8.5401435 , 47.4276808)"
kindergarten,Mittag-/Abendhort Buhn 3,8.5409271,47.4201569,"(8.5409271 , 47.4201569)"
kindergarten,"Morgentisch, Mittag-/Abendhort Katzenbach 1 + 2",8.5465239,47.4231167,"(8.5465239 , 47.4231167)"
kindergarten,Mittag-/Abendhort Bernina,8.5460627,47.4029317,"(8.5460627 , 47.4029317)"
kindergarten,Mittaghort Holderbach 2,8.4990492,47.4231995,"(8.4990492 , 47.4231995)"
kindergarten,"Morgentisch, Mittag-/Abendhort Isengrind",8.513305,47.4232001,"(8.513305 , 47.4232001)"
kindergarten,Mittaghort GZ Affoltern,8.5107835,47.4246021,"(8.5107835 , 47.4246021)"
kindergarten,Mittag-/Abendhort Wolfswinkel 1 + 2,8.5150881,47.4239473,"(8.5150881 , 47.4239473)"
kindergarten,Mittag-/Abendhort Kolbenacker F,8.5515644,47.4259048,"(8.5515644 , 47.4259048)"
kindergarten,Kindergarten Holunderhof I + II,8.5366004,47.4092853,"(8.5366004 , 47.4092853)"
kindergarten,Mittag-/Abendhort Affoltern 1 + 2,8.5335123,47.4113173,"(8.5335123 , 47.4113173)"
kindergarten,"Morgentisch, Mittag-/Abendhort Maienstrasse",8.5289835,47.4102547,"(8.5289835 , 47.4102547)"
kindergarten,Mittag-/AbendhortFrohheim,8.5124813,47.4162485,"(8.5124813 , 47.4162485)"
kindergarten,"Morgentisch, Mittag-/Abendhort In Böden 1 + 2",8.5098962,47.4183102,"(8.5098962 , 47.4183102)"
kindergarten,Mittag-/Abendhort Ruggächer 3,8.5016831,47.4250376,"(8.5016831 , 47.4250376)"
kindergarten,Kindergarten Am Wasser,8.5042809,47.3961615,"(8.5042809 , 47.3961615)"
kindergarten,Kindergarten Hardturmpark,8.5089938,47.3914575,"(8.5089938 , 47.3914575)"
kindergarten,Kindergarten Kraftwerk,8.5078902,47.3929114,"(8.5078902 , 47.3929114)"
kindergarten,Kindergarten Limmatgut,8.5019041,47.3983201,"(8.5019041 , 47.3983201)"
kindergarten,Kindergarten Meierhofplatz,8.5006992,47.4008128,"(8.5006992 , 47.4008128)"
kindergarten,Mittag-/Abendhort Hardturm 1 + 2,8.505294,47.3944038,"(8.505294 , 47.3944038)"
kindergarten,Kindergarten Brunnenhof 1 + 2,8.5341065,47.4003436,"(8.5341065 , 47.4003436)"
kindergarten,Kindergarten Buchegg,8.535154,47.3985082,"(8.535154 , 47.3985082)"
kindergarten,"Morgentisch, Mittag-/Abendhort Allenmoos",8.5398039,47.4031982,"(8.5398039 , 47.4031982)"
kindergarten,"Morgentisch, Mittag-/Abendhort Brunnenhof",8.5347931,47.4003715,"(8.5347931 , 47.4003715)"
kindergarten,Kindergarten Hutten Pavillon 1 + 2,8.5492402,47.3819878,"(8.5492402 , 47.3819878)"
kindergarten,Kindergarten Rütschistrasse,8.5332054,47.3934885,"(8.5332054 , 47.3934885)"
kindergarten,Kindergarten Kronenwiese 1 + 2,8.5364607,47.3872385,"(8.5364607 , 47.3872385)"
kindergarten,MittaghortNürenberg,8.5320513,47.3920526,"(8.5320513 , 47.3920526)"
kindergarten,Mittag-/AbendhortWasserwerk,8.5310822,47.3883227,"(8.5310822 , 47.3883227)"
kindergarten,Kindergarten Dorfstrasse,8.5227934,47.3946327,"(8.5227934 , 47.3946327)"
kindergarten,Kindergarten Hönggerstrasse,8.5205478,47.394235,"(8.5205478 , 47.394235)"
kindergarten,Kindergarten Waidhalde Schulhaus 1,8.5251107,47.3971563,"(8.5251107 , 47.3971563)"
kindergarten,Mittag-/AbendhortDorfstrasse,8.5227051,47.3945058,"(8.5227051 , 47.3945058)"
kindergarten,Mittag-/Abendhort Höngg,8.5231001,47.3929746,"(8.5231001 , 47.3929746)"
kindergarten,Mittaghort Trotten,8.5242139,47.395053,"(8.5242139 , 47.395053)"
kindergarten,"Morgentisch, Mittag-/Abendhort Waidhalde 1 - 3",8.5268257,47.3970913,"(8.5268257 , 47.3970913)"
kindergarten,Mittag-/Abendhort Nord 1 + 2,8.5266996,47.3948963,"(8.5266996 , 47.3948963)"
kindergarten,Mittag-/Abendhort Nordbrücke,8.5302374,47.3940774,"(8.5302374 , 47.3940774)"
kindergarten,Kindergarten Bombach 1 + 2,8.4839099,47.4055131,"(8.4839099 , 47.4055131)"
kindergarten,Kindergarten Wildenweg 1 + 2,8.4881639,47.4080996,"(8.4881639 , 47.4080996)"
kindergarten,Kindergarten Winzerhalde 1 + 2,8.4880568,47.4013182,"(8.4880568 , 47.4013182)"
kindergarten,Mittag-/Abendhort Pünten 1,8.4884751,47.4050667,"(8.4884751 , 47.4050667)"
kindergarten,"Morgentisch, Mittag-/Abendhort Riedhof 1 + 2",8.486,47.4081318,"(8.486 , 47.4081318)"
kindergarten,Mittag-/AbendhortRiedhof 3,8.4858938,47.4078695,"(8.4858938 , 47.4078695)"
kindergarten,Mittag-/Abendhort Rütihof 2,8.476062,47.4130903,"(8.476062 , 47.4130903)"
kindergarten,Mittag-/Abendhort Rütihof 3,8.4777744,47.4142426,"(8.4777744 , 47.4142426)"
kindergarten,Kindergarten Scherr 1,8.5467978,47.3847667,"(8.5467978 , 47.3847667)"
kindergarten,MittaghortScherr 4,8.5477446,47.3857401,"(8.5477446 , 47.3857401)"
kindergarten,Mittag-/Abendhort Winterthurer,8.5462694,47.3886438,"(8.5462694 , 47.3886438)"
kindergarten,Kindergarten Am Wettingertobel,8.4969274,47.4017722,"(8.4969274 , 47.4017722)"
kindergarten,Mittag-/Abendhort Vogtsrain 1,8.4993102,47.4044099,"(8.4993102 , 47.4044099)"
kindergarten,Kindergarten Beckenhof,8.5409818,47.3853962,"(8.5409818 , 47.3853962)"
kindergarten,Kindergarten Scheuchzerstrasse 1 + 2,8.5437405,47.3882322,"(8.5437405 , 47.3882322)"
kindergarten,Mittag-/Abendhort Rösli,8.5422159,47.3885133,"(8.5422159 , 47.3885133)"
kindergarten,Mittag-/Abendhort Turner 1,8.5415668,47.3881118,"(8.5415668 , 47.3881118)"
kindergarten,Mittag-/AbendhortAltstetter 4,8.4895201,47.3841484,"(8.4895201 , 47.3841484)"
kindergarten,Kindergarten Altweg 1 - 2,8.4921733,47.3728728,"(8.4921733 , 47.3728728)"
kindergarten,Kindergarten Ginsterstrasse,8.4939092,47.3755013,"(8.4939092 , 47.3755013)"
kindergarten,Mittaghort Altweg 3,8.4907051,47.3714479,"(8.4907051 , 47.3714479)"
kindergarten,Mittag-/Abendhort Altweg 4,8.4965477,47.3750886,"(8.4965477 , 47.3750886)"
kindergarten,Kindergarten Studerhaus 1 + 2,8.4805449,47.3886445,"(8.4805449 , 47.3886445)"
kindergarten,Kindergarten Dachslernstrasse,8.4743221,47.3909087,"(8.4743221 , 47.3909087)"
kindergarten,"Morgentisch Dachslern 3, Mittag-/Abendhort Dachslern 1",8.475592,47.3855291,"(8.475592 , 47.3855291)"
kindergarten,Mittaghort Dachslern 2,8.4814652,47.3858529,"(8.4814652 , 47.3858529)"
kindergarten,Kindergarten Im Herrlig 3,8.4790767,47.3920912,"(8.4790767 , 47.3920912)"
kindergarten,Mittag-/Abendhort Im Herrlig 2,8.478619,47.3928057,"(8.478619 , 47.3928057)"
kindergarten,Kindergarten Grünau 1 + 2,8.4882063,47.3965998,"(8.4882063 , 47.3965998)"
kindergarten,Kindergarten Grünau 3 + 4,8.4870461,47.3962763,"(8.4870461 , 47.3962763)"
kindergarten,"Morgentisch Grünau 4, Mittag-/Abendhort Grünau 3",8.4840307,47.3972507,"(8.4840307 , 47.3972507)"
school,Schulhaus In der Ey,8.4878801,47.3738576,"(8.4878801 , 47.3738576)"
kindergarten,Kindergarten In der Ey 3,8.4872726,47.3740465,"(8.4872726 , 47.3740465)"
kindergarten,Kindergarten In der Ey 4,8.4865475,47.3762363,"(8.4865475 , 47.3762363)"
kindergarten,Kindergarten Kappeli 1 + 2,8.491301,47.3876414,"(8.491301 , 47.3876414)"
kindergarten,Kindegarten Kappeli 3,8.4959597,47.3863918,"(8.4959597 , 47.3863918)"
kindergarten,Kindergarten Kappeli 5,8.4875911,47.3903417,"(8.4875911 , 47.3903417)"
kindergarten,Mittag-/Abendhort Kappeli 5,8.4943746,47.3868985,"(8.4943746 , 47.3868985)"
kindergarten,Mittag-/Abendhort Loogarten 1,8.4730327,47.388366,"(8.4730327 , 47.388366)"
kindergarten,Mittag-/Abendhort Loogarten 4,8.4723522,47.3897017,"(8.4723522 , 47.3897017)"
school,Schulhaus Triemli,8.486815,47.3726541,"(8.486815 , 47.3726541)"
kindergarten,Mittag-/Abendhort Triemli 1,8.4863553,47.3728136,"(8.4863553 , 47.3728136)"
kindergarten,Mittag-/Abendhort Triemli 2,8.4914803,47.3681944,"(8.4914803 , 47.3681944)"
kindergarten,Mittag-/Abendhort Triemli 3,8.4938626,47.3681667,"(8.4938626 , 47.3681667)"
kindergarten,Kindergarten Untermoos 2,8.4794952,47.3840706,"(8.4794952 , 47.3840706)"
kindergarten,Kindergarten Flüelastrasse,8.4963326,47.3828313,"(8.4963326 , 47.3828313)"
kindergarten,Mittag-/Abendhort Utogrund 3,8.4994009,47.3766092,"(8.4994009 , 47.3766092)"
kindergarten,Kindergarten Hellmi 1,8.5240553,47.3788812,"(8.5240553 , 47.3788812)"
kindergarten,Mittag-/Abendhort Brahms 2,8.5047268,47.3781584,"(8.5047268 , 47.3781584)"
kindergarten,Mittag-/Abendhort Fritschi,8.5125519,47.3753558,"(8.5125519 , 47.3753558)"
kindergarten,Kindergarten Leonhard Ragaz,8.5082345,47.3711851,"(8.5082345 , 47.3711851)"
school,Kunst- & Sportschule Zürich,8.5248192,47.3783084,"(8.5248192 , 47.3783084)"
kindergarten,Kindergarten Eichbühl,8.5102509,47.3828802,"(8.5102509 , 47.3828802)"
kindergarten,Kindergarten Hardau Zentrum,8.5100517,47.3812789,"(8.5100517 , 47.3812789)"
kindergarten,Kindergarten Josef,8.5254875,47.3851691,"(8.5254875 , 47.3851691)"
kindergarten,Kindergarten Neugasse,8.5250817,47.3835825,"(8.5250817 , 47.3835825)"
kindergarten,Kindergarten Schütze,8.5230202,47.389158,"(8.5230202 , 47.389158)"
kindergarten,Mittag-/Abendhort Fabrikstrasse,8.5288652,47.3870305,"(8.5288652 , 47.3870305)"
kindergarten,Mittag-/Abendhort Limmat,8.5292059,47.3867859,"(8.5292059 , 47.3867859)"
kindergarten,Kindergarten Kanzlei ABZ,8.5180872,47.3777393,"(8.5180872 , 47.3777393)"
kindergarten,Kindergarten Lochergut,8.5173962,47.3765588,"(8.5173962 , 47.3765588)"
kindergarten,Mittag-/Abendhort Erna,8.5184224,47.3807428,"(8.5184224 , 47.3807428)"
kindergarten,Mittag-/Abendhort Ernahof,8.5176083,47.3797596,"(8.5176083 , 47.3797596)"
kindergarten,Kindergarten Frauentalweg 1–2,8.5097606,47.3541928,"(8.5097606 , 47.3541928)"
kindergarten,Kindergarten Friesenberghalde,8.5001264,47.3620291,"(8.5001264 , 47.3620291)"
kindergarten,Kindergarten Grünmatt,8.5036005,47.3623199,"(8.5036005 , 47.3623199)"
kindergarten,Kindergarten Schweighof 180,8.5083931,47.3588633,"(8.5083931 , 47.3588633)"
kindergarten,Kindergarten Schweighof 296,8.5047411,47.3629882,"(8.5047411 , 47.3629882)"
kindergarten,Mittaghort Döltschihalde 1 + 2,8.4993355,47.3634312,"(8.4993355 , 47.3634312)"
kindergarten,Mittag-/Abendhort Hegianwandweg 1,8.5086138,47.355552,"(8.5086138 , 47.355552)"
kindergarten,Mittag-/Abendhort Kleinalbis 1,8.5059898,47.358503,"(8.5059898 , 47.358503)"
kindergarten,"Morgentisch Schweighof 3, Mittag-/Abendhort Schweighof 1",8.5067776,47.3599049,"(8.5067776 , 47.3599049)"
kindergarten,Kindergarten Bruderwies 1 + 2,8.5170461,47.3335003,"(8.5170461 , 47.3335003)"
kindergarten,Kindergarten Hegianwandweg 1 + 2,8.5128751,47.3576199,"(8.5128751 , 47.3576199)"
kindergarten,Kindergarten Laubegg,8.5159588,47.3589636,"(8.5159588 , 47.3589636)"
kindergarten,Kindergarten Wannerstrasse,8.5164559,47.3570072,"(8.5164559 , 47.3570072)"
kindergarten,Mittaghort Bachtobel 6,8.5134134,47.3578273,"(8.5134134 , 47.3578273)"
kindergarten,Kindergarten Tiergarten,8.5118217,47.3662711,"(8.5118217 , 47.3662711)"
kindergarten,Mittag-/Abendhort Stein 1 + 2,8.5191996,47.3677458,"(8.5191996 , 47.3677458)"
kindergarten,Kindergarten Entlisberg Pavillon 1 + 2,8.527739,47.3380383,"(8.527739 , 47.3380383)"
kindergarten,Kindergarten Moos 1 + 2,8.5286955,47.3356692,"(8.5286955 , 47.3356692)"
kindergarten,Mittag-/Abendhort Balber,8.5275093,47.3395664,"(8.5275093 , 47.3395664)"
kindergarten,Mittag-/Abendhort Dangel,8.5289651,47.3328486,"(8.5289651 , 47.3328486)"
kindergarten,Mittaghort Entlisberg 1,8.5244676,47.3376479,"(8.5244676 , 47.3376479)"
kindergarten,"Morgentisch Hauriweg 2, Mittag-/Abendhort Hauriweg 1",8.5277487,47.3365567,"(8.5277487 , 47.3365567)"
kindergarten,Mittag-/Abendhort Lettenholz,8.5250321,47.3388419,"(8.5250321 , 47.3388419)"
kindergarten,Mittag-/Abendhort Moos 1,8.5286486,47.3353241,"(8.5286486 , 47.3353241)"
kindergarten,Kindergarten Brandschenke,8.527993,47.3673761,"(8.527993 , 47.3673761)"
kindergarten,Mittag-/Abendhort Bürglistrasse,8.529027,47.3630095,"(8.529027 , 47.3630095)"
kindergarten,Mittag-/Abendhort Hügel,8.5265487,47.3580962,"(8.5265487 , 47.3580962)"
kindergarten,Kindergarten Maneggpromenade,8.5137837,47.3320826,"(8.5137837 , 47.3320826)"
kindergarten,Kindergarten Rebenweg 1,8.51395,47.3341291,"(8.51395 , 47.3341291)"
kindergarten,Mittag-/Abendhort Leimbach 3,8.5160932,47.3328915,"(8.5160932 , 47.3328915)"
kindergarten,Mittaghort Kilchberg 2,8.5340174,47.3427917,"(8.5340174 , 47.3427917)"
kindergarten,"Morgentisch, Mittag-/Abendhort Küngenmatt 1 - 2",8.5035354,47.3685722,"(8.5035354 , 47.3685722)"
kindergarten,Mittag-/Abendhort Rotach 1,8.5002863,47.3685015,"(8.5002863 , 47.3685015)"
kindergarten,Mittag-/Abendhort Jugendrestaurant Küngenmatt 3,8.4999194,47.3654935,"(8.4999194 , 47.3654935)"
kindergarten,Kindergarten Rieterstrasse,8.526213,47.3532791,"(8.526213 , 47.3532791)"
kindergarten,Kindergarten Wettstein,8.5349381,47.3424426,"(8.5349381 , 47.3424426)"
kindergarten,Mittag-/Abendhort Kilchberg 1A + 1B,8.5330032,47.3429395,"(8.5330032 , 47.3429395)"
kindergarten,Mittag-/Abendhort Sihlweid 1,8.5161401,47.3250201,"(8.5161401 , 47.3250201)"
kindergarten,"Morgentisch Sihlweid 4, Mittag-/Abendhort Sihlweid 2A + 2B",8.5130952,47.328785,"(8.5130952 , 47.328785)"
kindergarten,Mittag-/Abendhort Sihlweid 3,8.5163154,47.326562,"(8.5163154 , 47.326562)"
kindergarten,Kindertgarten Hadlaub,8.5536318,47.3825907,"(8.5536318 , 47.3825907)"
kindergarten,Mittag-/Abendhort Neumünsterpavillon,8.5589316,47.3614188,"(8.5589316 , 47.3614188)"
kindergarten,Kindergarten Looren A1 + A2,8.595983,47.3612083,"(8.595983 , 47.3612083)"
school,Pavillon Riesbach,8.5584576,47.3560512,"(8.5584576 , 47.3560512)"
kindergarten,Mittag-/Abendhort Fluntern 5,8.5593423,47.3757044,"(8.5593423 , 47.3757044)"
kindergarten,Mittaghort Lokal,8.5543602,47.3792862,"(8.5543602 , 47.3792862)"
school,Hull's School,8.548774,47.3656237,"(8.548774 , 47.3656237)"
kindergarten,Kindergarten Brauer,8.5256009,47.379023,"(8.5256009 , 47.379023)"
kindergarten,Kindergarten Hohl,8.5250792,47.3782074,"(8.5250792 , 47.3782074)"
kindergarten,Freier Chindsgi Hönggerberg,8.5070964,47.4021264,"(8.5070964 , 47.4021264)"
school,Schule Dandelion,8.4879598,47.3813585,"(8.4879598 , 47.3813585)"
school,Schule für Kunst und Design Zürich,8.5124422,47.3618175,"(8.5124422 , 47.3618175)"
kindergarten,Montessori Schule Zürich,8.5446195,47.3849816,"(8.5446195 , 47.3849816)"
kindergarten,Kindergarten Aemtler D,8.511714,47.3733836,"(8.511714 , 47.3733836)"
,Zürich,,,"( , )"
